CAD Event Number,Event Clearance Description,Call Type,Priority,Initial Call Type,Final Call Type,Original Time Queued,Arrived Time,Precinct,Sector,Beat,Blurred_Longitude,Blurred_Latitude
2021000123959,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,05/20/2021 7:57:36 PM,,EAST,CHARLIE,C3,-122.2811368,47.61705036
2021000167739,ASSISTANCE RENDERED,911,2,"HARBOR - WATER DEBRIS, NAVIGATIONAL HAZARDS","--HARBOR - DEBRIS, NAVIGATIONAL HAZ",07/04/2021 11:23:43 AM,,EAST,CHARLIE,C3,-122.2811368,47.61705036
2021000308243,NO POLICE ACTION POSSIBLE OR NECESSARY,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,11/20/2021 8:05:31 PM,11/20/2021 8:20:14 PM,EAST,CHARLIE,C3,-122.2811368,47.61705036
2022000266177,RESPONDING UNIT(S) CANCELLED BY RADIO,911,1,BURN - RECKLESS BURNING,--ASSIST OTHER AGENCY - CITY AGENCY,10/04/2022 6:24:55 PM,10/04/2022 6:34:39 PM,EAST,CHARLIE,C3,-122.2811368,47.61705036
2021000308242,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,911,1,SHOTS HEARD - IN PROGRESS,--HAZARDS - HAZARDS,11/20/2021 8:03:21 PM,11/20/2021 8:11:20 PM,EAST,CHARLIE,C3,-122.2811368,47.61705036
2020000152748,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,911,2,SEX IN PUBLIC PLACE (INCL MASTURBATION),--SEX OFFENSES (NON-RAPE) - LEWD CONDUCT,05/08/2020 7:23:37 PM,,EAST,CHARLIE,C3,-122.2811368,47.61705036
2021000050120,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,02/28/2021 6:26:49 PM,02/28/2021 7:42:42 PM,EAST,CHARLIE,C3,-122.2811368,47.61705036
2018000231201,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,06/24/2018 8:33:51 PM,06/24/2018 9:54:10 PM,EAST,CHARLIE,C3,-122.2811368,47.61705036
2021000168001,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",2,DISTURBANCE,--DISTURBANCE - OTHER,07/04/2021 4:13:39 PM,07/04/2021 4:40:53 PM,EAST,CHARLIE,C3,-122.2811368,47.61705036
2018000104026,ORAL WARNING GIVEN,911,3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,03/23/2018 9:38:42 PM,03/23/2018 9:41:37 PM,EAST,CHARLIE,C3,-122.2811368,47.61705036
2023000117957,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,ONVIEW,3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),05/01/2023 12:01:26 PM,05/01/2023 12:01:26 PM,EAST,CHARLIE,C3,-122.2813671,47.6176578
2022000211372,CITATION ISSUED (CRIMINAL OR NON-CRIMINAL),ONVIEW,3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),08/11/2022 2:55:06 PM,08/11/2022 2:55:06 PM,EAST,CHARLIE,C3,-122.2813671,47.6176578
2020000209411,ASSISTANCE RENDERED,911,2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,07/09/2020 11:10:31 PM,,EAST,CHARLIE,C3,-122.2816141,47.6176553
2022000109847,ASSISTANCE RENDERED,ONVIEW,3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS VEHICLE,05/02/2022 8:00:02 AM,05/02/2022 8:00:02 AM,EAST,CHARLIE,C3,-122.2816141,47.6176553
2018000223453,CITATION ISSUED (CRIMINAL OR NON-CRIMINAL),"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),06/19/2018 3:53:04 PM,06/19/2018 5:44:50 PM,EAST,CHARLIE,C3,-122.2816141,47.6176553
2018000225061,REPORT WRITTEN (NO ARREST),911,2,MVC - HIT AND RUN,--TRAFFIC - MV COLLISION INVESTIGATION,06/20/2018 4:05:38 PM,06/20/2018 4:50:32 PM,EAST,CHARLIE,C3,-122.2816141,47.6176553
2018000230823,NO POLICE ACTION POSSIBLE OR NECESSARY,"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),06/24/2018 3:41:46 PM,06/24/2018 4:11:06 PM,EAST,CHARLIE,C3,-122.2816141,47.6176553
2022000289677,ASSISTANCE RENDERED,911,2,"TREES DOWN, OBSTRUCTING PUBLIC PROP (NO HAZ)","--ASSIST PUBLIC - 911 HANG UP, OPEN LINE",10/28/2022 6:49:11 AM,10/28/2022 8:56:51 AM,EAST,CHARLIE,C3,-122.2816141,47.6176553
2021000247717,ASSISTANCE RENDERED,ONVIEW,1,HARBOR - WATER EMERGENCIES,HARBOR - WATER EMERGENCIES,09/20/2021 11:16:32 AM,09/20/2021 11:16:32 AM,EAST,CHARLIE,C3,-122.2816141,47.6176553
2023000282629,ASSISTANCE RENDERED,911,2,"LEWD -  (EXPOSING, FLASHING)",--SEX OFFENSES (NON-RAPE) - LEWD CONDUCT,09/29/2023 5:21:18 PM,09/29/2023 5:30:57 PM,EAST,CHARLIE,C3,-122.2816141,47.6176553
2022000217149,ASSISTANCE RENDERED,911,2,TRAFFIC - BLOCKING ROADWAY,--ASSIST PUBLIC - OTHER (NON-SPECIFIED),08/17/2022 8:37:01 AM,08/17/2022 8:56:38 AM,EAST,CHARLIE,C3,-122.2816141,47.6176553
2022000217382,NO POLICE ACTION POSSIBLE OR NECESSARY,911,3,TRAFFIC - MOVING VIOLATION,--TRAFFIC - MOVING VIOLATION,08/17/2022 12:53:00 PM,08/17/2022 4:08:17 PM,EAST,CHARLIE,C3,-122.2816141,47.6176553
2020000235811,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,911,2,DUI - DRIVING UNDER INFLUENCE,--TRAFFIC - D.U.I.,08/09/2020 6:12:36 PM,,EAST,CHARLIE,C3,-122.2816141,47.6176553
2018000334345,RESPONDING UNIT(S) CANCELLED BY RADIO,911,2,TRAFFIC - BLOCKING ROADWAY,--TRAFFIC - BLOCKING TRAFFIC,09/07/2018 10:36:02 AM,,EAST,CHARLIE,C3,-122.2816141,47.6176553
2019000287033,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",1,SFD - ASSIST ON CRITICAL FIRE OR MEDIC RESPONSE,--ASSIST OTHER AGENCY - CITY AGENCY,08/04/2019 12:03:35 AM,08/04/2019 12:13:32 AM,EAST,CHARLIE,C3,-122.2816141,47.6176553
2019000303154,REPORT WRITTEN (NO ARREST),911,2,"OBS - MVC - NON INJURY, BLOCKING",--TRAFFIC - MV COLLISION INVESTIGATION,08/15/2019 2:30:00 PM,08/15/2019 2:46:27 PM,EAST,CHARLIE,C3,-122.2816141,47.6176553
2023000268009,NO POLICE ACTION POSSIBLE OR NECESSARY,911,2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,09/15/2023 3:57:30 PM,09/15/2023 7:59:09 PM,EAST,CHARLIE,C3,-122.2816141,47.6176553
2023000217812,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",5,TRU - THEFT,--THEFT - CAR PROWL,07/31/2023 6:42:02 PM,07/31/2023 6:43:51 PM,EAST,CHARLIE,C3,-122.2816141,47.6176553
2019000039809,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),01/30/2019 6:58:39 PM,01/30/2019 7:51:34 PM,EAST,CHARLIE,C3,-122.2817288,47.61705184
2023000240224,REPORT WRITTEN (NO ARREST),ALARM CALL (NOT POLICE ALARM),3,BURG - RESD (INCL UNOCC STRUCTURES ON PROP),"--BURGLARY - RESIDENTIAL, UNOCCUPIED",08/20/2023 5:50:05 PM,08/20/2023 9:49:56 PM,EAST,CHARLIE,C3,-122.2817288,47.61705183
2022000340469,REPORT WRITTEN (NO ARREST),911,2,AUTO RECOVERY,--AUTOMOBILES - AUTO THEFT & RECOVERY,12/21/2022 9:21:30 PM,12/21/2022 9:23:28 PM,EAST,CHARLIE,C3,-122.2817288,47.61705184
2022000194681,CITATION ISSUED (CRIMINAL OR NON-CRIMINAL),911,4,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),07/26/2022 6:25:02 PM,,EAST,CHARLIE,C3,-122.2817288,47.61705184
2018000195659,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,05/30/2018 10:18:32 PM,05/30/2018 10:32:10 PM,EAST,CHARLIE,C3,-122.2817288,47.61705184
2018000280508,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",2,"LEWD -  (EXPOSING, FLASHING)",--SEX OFFENSES (NON-RAPE) - LEWD CONDUCT,07/29/2018 5:40:08 PM,07/29/2018 6:00:43 PM,EAST,CHARLIE,C3,-122.2817288,47.61705184
2019000068304,PHYSICAL ARREST MADE,911,1,BURG - OCCUPIED RESD,--BURGLARY - UNOCC STRUC ON RESN PROP,02/23/2019 10:17:00 PM,02/23/2019 10:19:43 PM,EAST,CHARLIE,C3,-122.2817288,47.61705184
2018000341860,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,09/13/2018 12:55:49 AM,09/13/2018 1:17:37 AM,EAST,CHARLIE,C3,-122.2817288,47.61705184
2020000065983,REPORT WRITTEN (NO ARREST),911,2,BURG - RESD (INCL UNOCC STRUCTURES ON PROP),"--BURGLARY - RESIDENTIAL, UNOCCUPIED",02/21/2020 6:24:20 PM,02/21/2020 7:41:33 PM,EAST,CHARLIE,C3,-122.2817288,47.61705184
2022000210097,CITATION ISSUED (CRIMINAL OR NON-CRIMINAL),911,3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),08/10/2022 9:57:54 AM,,EAST,CHARLIE,C3,-122.2817288,47.61705184
2019000355901,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,PROPERTY - DAMAGE (GUN RELATED),--PROPERTY DEST (DAMG),09/23/2019 2:44:00 PM,09/23/2019 3:06:17 PM,EAST,CHARLIE,C3,-122.2817288,47.61705184
2023000099063,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,911,2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,04/12/2023 8:16:34 PM,04/12/2023 8:51:56 PM,EAST,CHARLIE,C3,-122.2817288,47.61705184
2020000199731,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,06/28/2020 6:03:19 PM,06/28/2020 8:19:15 PM,EAST,CHARLIE,C3,-122.2817288,47.61705184
2018000357682,ASSISTANCE RENDERED,911,1,HARBOR - WATER EMERGENCIES,--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,09/24/2018 8:33:40 PM,,EAST,CHARLIE,C3,-122.2817288,47.61705184
2021000318490,RESPONDING UNIT(S) CANCELLED BY RADIO,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE","--ALARM-COMM (INC BANK, ATM, SCHOOLS, BSN)",12/02/2021 12:18:48 PM,,EAST,CHARLIE,C3,-122.2817288,47.61705184
2023000294809,REPORT WRITTEN (NO ARREST),911,5,TRU - SUSPICIOUS CIRCUMSTANCES,--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,10/11/2023 11:46:56 AM,10/11/2023 11:47:43 AM,EAST,CHARLIE,C3,-122.2826362,47.61760743
2019000046068,RESPONDING UNIT(S) CANCELLED BY RADIO,911,2,TRAFFIC - BLOCKING ROADWAY,--TRAFFIC - MOVING VIOLATION,02/05/2019 7:49:07 AM,,EAST,CHARLIE,C3,-122.2826362,47.61760743
2021000220227,REPORT WRITTEN (NO ARREST),911,3,AUTO RECOVERY,--AUTOMOBILES - RECOVERY (THEFT),08/24/2021 8:16:26 AM,08/24/2021 8:31:59 AM,EAST,CHARLIE,C3,-122.2826362,47.61760743
2020000146455,RESPONDING UNIT(S) CANCELLED BY RADIO,911,1,"CHILD - CRITICAL ABAND, ABUSE, MOLEST, NEGLECT",--PERSON - FOUND PERSON,05/03/2020 2:05:09 PM,,EAST,CHARLIE,C3,-122.2826362,47.61760743
2020000335752,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",5,TRU - FRAUD,"--FRAUD - FRAUD, INCLUDING BUNCO",12/04/2020 2:52:45 PM,12/04/2020 6:07:13 PM,EAST,CHARLIE,C3,-122.2826444,47.61703071
2021000013031,NO POLICE ACTION POSSIBLE OR NECESSARY,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,01/16/2021 11:45:14 AM,01/16/2021 12:24:25 PM,EAST,CHARLIE,C3,-122.2826444,47.61703071
2023000052571,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,02/24/2023 8:49:34 AM,02/24/2023 9:03:02 AM,EAST,CHARLIE,C3,-122.2826444,47.61703071
2023000348764,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",5,TRU - PROPERTY DESTRUCTION/DAMAGE,--PROWLER - GENERAL,12/04/2023 12:43:06 PM,12/04/2023 12:51:25 PM,EAST,CHARLIE,C3,-122.2826444,47.61703071
2018000288642,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,08/04/2018 1:59:12 PM,08/04/2018 2:11:51 PM,EAST,CHARLIE,C3,-122.2826444,47.61703071
2023000184092,REPORT WRITTEN (NO ARREST),911,1,"OBS - DOA - CASUALTY, DEAD BODY",--CASUALTY NON-TRAF NON-CRIM - DRUG RELATED (OD),07/01/2023 8:49:41 AM,07/01/2023 8:55:35 AM,EAST,CHARLIE,C3,-122.2826444,47.61703071
2023000096961,ASSISTANCE RENDERED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,04/10/2023 6:13:29 PM,04/10/2023 10:21:34 PM,EAST,CHARLIE,C3,-122.2826444,47.61703071
2020000144864,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,05/01/2020 7:37:24 PM,05/01/2020 7:54:47 PM,EAST,CHARLIE,C3,-122.2826444,47.61703071
2018000074227,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",5,TRU - PROPERTY DESTRUCTION/DAMAGE,--PROPERTY DEST (DAMG),03/01/2018 7:24:01 AM,03/01/2018 7:28:41 AM,EAST,CHARLIE,C3,-122.2826444,47.61703071
2019000373560,RESPONDING UNIT(S) CANCELLED BY RADIO,"TELEPHONE OTHER, NOT 911",1,SFD - ASSIST ON CRITICAL FIRE OR MEDIC RESPONSE,--ASSIST OTHER AGENCY - CITY AGENCY,10/06/2019 7:11:39 PM,,EAST,CHARLIE,C3,-122.2826444,47.61703071
2020000088332,FALSE COMPLAINT/UNFOUNDED,911,1,UNKNOWN - ANI/ALI - LANDLINE (INCLUDES OPEN LINE),--ALARM-RESIDENTIAL PANIC OR DURESS,03/10/2020 7:13:59 PM,03/10/2020 7:25:01 PM,EAST,CHARLIE,C3,-122.2826444,47.61703071
2021000289607,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,911,2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,10/31/2021 9:34:25 PM,10/31/2021 10:18:34 PM,EAST,CHARLIE,C3,-122.2826444,47.61703071
2021000297365,RESPONDING UNIT(S) CANCELLED BY RADIO,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,11/09/2021 6:23:41 AM,,EAST,CHARLIE,C3,-122.2826444,47.61703071
2020000353163,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL PANIC OR DURESS,12/25/2020 3:05:58 PM,12/25/2020 5:31:39 PM,EAST,CHARLIE,C3,-122.2826444,47.61703071
2023000138464,REPORT WRITTEN (NO ARREST),911,3,AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,--AUTOMOBILES - AUTO THEFT,05/20/2023 9:44:28 AM,05/20/2023 10:02:51 AM,EAST,CHARLIE,C3,-122.2826444,47.61703071
2023000172793,FALSE COMPLAINT/UNFOUNDED,911,2,"ALARM - DURESS/PANIC,TAXI/CAR/PRSN - NOT DV",--ALARM-VEHICLE ALARMS,06/21/2023 10:36:47 AM,06/21/2023 11:26:09 AM,EAST,CHARLIE,C3,-122.2826444,47.61703071
2020000332409,FOLLOW-UP REPORT MADE,911,2,AUTO RECOVERY,--AUTOMOBILES - RECOVERY (THEFT),11/30/2020 10:08:03 PM,11/30/2020 10:48:58 PM,EAST,CHARLIE,C3,-122.2826444,47.61703071
2023000050031,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE","--ALARM-COMM (INC BANK, ATM, SCHOOLS, BSN)",02/21/2023 1:44:41 PM,02/21/2023 2:29:20 PM,EAST,CHARLIE,C3,-122.2826444,47.61703071
2019000128045,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,04/11/2019 10:21:01 AM,04/11/2019 12:07:53 PM,EAST,CHARLIE,C3,-122.2829274,47.6176082
2020000315031,PHYSICAL ARREST MADE,911,2,DISTURBANCE,--BURGLARY - RESIDENTIAL OCCUPIED,11/08/2020 3:24:06 PM,11/08/2020 4:42:53 PM,EAST,CHARLIE,C3,-122.2829274,47.6176082
2019000195835,ASSISTANCE RENDERED,911,2,"OBS - REPORT, NON INJ/NON BLKG OR AFTER FACT INJ",--TRAFFIC - MV COLLISION INVESTIGATION,05/30/2019 6:32:35 PM,05/30/2019 6:39:28 PM,EAST,CHARLIE,C3,-122.2832187,47.61760896
2022000341875,PRIORITY CALL HANDLING,911,2,TRAFFIC - BLOCKING ROADWAY,--TRAFFIC - BLOCKING TRAFFIC,12/23/2022 11:16:07 AM,12/23/2022 11:29:42 AM,EAST,CHARLIE,C3,-122.2832187,47.61760896
2021000074403,REPORT WRITTEN (NO ARREST),911,1,BURG - OCCUPIED RESD,--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,03/27/2021 9:15:27 PM,03/27/2021 9:21:56 PM,EAST,CHARLIE,C3,-122.2832224,47.61703225
2023000193850,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,07/10/2023 1:45:16 AM,07/10/2023 2:04:07 AM,EAST,CHARLIE,C3,-122.2832224,47.61703226
2021000153191,PHYSICAL ARREST MADE,911,1,BURG - OCCUPIED RESD,--BURGLARY - UNOCC STRUC ON RESN PROP,06/20/2021 4:04:39 AM,06/20/2021 4:08:20 AM,EAST,CHARLIE,C3,-122.2832224,47.61703225
2019000337013,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,--AUTOMOBILES - AUTO THEFT,09/09/2019 8:19:15 AM,09/09/2019 8:45:17 AM,EAST,CHARLIE,C3,-122.2832224,47.61703225
2022000154561,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,--AUTOMOBILES - AUTO THEFT,06/17/2022 9:08:56 AM,06/17/2022 10:42:54 AM,EAST,CHARLIE,C3,-122.2832224,47.61703225
2023000307521,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,911,3,BURG - RESD (INCL UNOCC STRUCTURES ON PROP),"--BURGLARY - RESIDENTIAL, UNOCCUPIED",10/23/2023 4:48:14 PM,10/24/2023 12:08:51 AM,EAST,CHARLIE,C3,-122.2832224,47.61703226
2019000035972,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,01/27/2019 11:43:41 PM,01/28/2019 1:12:21 AM,EAST,CHARLIE,C3,-122.2832224,47.61703225
2018000066755,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",1,BURG - OCCUPIED RESD,"--SUSPICIOUS CIRCUM. - BUILDING (OPEN DOOR, ETC)",02/23/2018 3:04:19 AM,02/23/2018 3:08:37 AM,EAST,CHARLIE,C3,-122.2832224,47.61703225
2019000344919,FALSE COMPLAINT/UNFOUNDED,"TELEPHONE OTHER, NOT 911",1,BURG - OCCUPIED RESD,--ALARM-RESIDENTIAL BURG,09/14/2019 11:57:31 PM,09/15/2019 12:04:04 AM,EAST,CHARLIE,C3,-122.2832224,47.61703225
2021000023197,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",5,TRU - FRAUD,"--FRAUD - FRAUD, INCLUDING BUNCO",01/28/2021 10:07:59 AM,01/28/2021 10:09:13 AM,EAST,CHARLIE,C3,-122.2832224,47.61703225
2022000037475,REPORT WRITTEN (NO ARREST),911,2,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,02/13/2022 7:43:55 AM,02/13/2022 7:55:48 AM,EAST,CHARLIE,C3,-122.2832224,47.61703225
2018000246684,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,911,3,DISTURBANCE,--DISTURBANCE - OTHER,07/05/2018 8:25:12 PM,07/05/2018 8:56:14 PM,EAST,CHARLIE,C3,-122.2832224,47.61703225
