"CAD.Event.Number","Event.Clearance.Description","Call.Type","Priority","Initial.Call.Type","Final.Call.Type","Incident.Date","Blurred_Longitude","Blurred_Latitude","broad_category"
2024000090536,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",1,"ASLT - PERSON SHOT OR SHOT AT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2024-04-03,-122.27855267,47.63214792,"violence"
2024000081022,"ASSISTANCE RENDERED","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2024-03-25,-122.28082433,47.63574204,"suspicious"
2024000077084,"PHYSICAL ARREST MADE","911",2,"DISTURBANCE","ASSAULTS - HARASSMENT, THREATS",2024-03-21,-122.28046254,47.63412931,"disturbance"
2024000074547,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",3,"DISTURBANCE","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2024-03-18,-122.27957863,47.63472622,"disturbance"
2024000068408,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",3,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2024-03-12,-122.27712031,47.63638679,"drug"
2024000067872,"ASSISTANCE RENDERED","ONVIEW",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2024-03-11,-122.28079374,47.63804489,"suspicious"
2024000067842,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT",2024-03-11,-122.27710074,47.63802565,"theft"
2024000054795,"REPORT WRITTEN (NO ARREST)","911",5,"TRU - THEFT","THEFT - CAR PROWL",2024-02-26,-122.28082433,47.63574204,"theft"
2024000048494,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"AUTO - THEFT/LOSS OF PLATES","AUTOMOBILES - LICENSE PLATE(S) THEFT OR LOSS",2024-02-20,-122.28079374,47.63804489,"theft"
2024000048047,"DUPLICATED OR CANCELLED BY RADIO","911",3,"ANIMAL - INJURED, DEAD HAZARD, OTHER","ANIMAL - INJURED, DEAD HAZARD, OTHER",2024-02-20,-122.28106301,47.63372768,"disturbance"
2024000044337,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",5,"TRU - DISTURBANCE","DISTURBANCE - OTHER",2024-02-16,-122.27853031,47.6339571,"disturbance"
2024000041380,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",5,"TRU - PROPERTY DESTRUCTION/DAMAGE","PROPERTY DEST (DAMG)",2024-02-13,-122.27713645,47.63515524,"prop.dmg"
2024000040080,"REPORT WRITTEN (NO ARREST)","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","PROWLER - GENERAL",2024-02-12,-122.27855267,47.63214792,"suspicious"
2024000039053,"ASSISTANCE RENDERED","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2024-02-10,-122.2771249,47.63607253,"suspicious"
2024000022338,"REPORT WRITTEN (NO ARREST)","911",2,"PERSON IN BEHAVIORAL/EMOTIONAL CRISIS","CRISIS COMPLAINT - GENERAL",2024-01-24,-122.27847219,47.63547246,"disturbance"
2024000022076,"ASSISTANCE RENDERED","911",2,"DISTURBANCE","DISTURBANCE - OTHER",2024-01-24,-122.28046254,47.63412931,"disturbance"
2024000021649,"ASSISTANCE RENDERED","911",2,"DISTURBANCE","DISTURBANCE - OTHER",2024-01-23,-122.27825756,47.63561763,"disturbance"
2024000019918,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"DISTURBANCE","DISTURBANCE - OTHER",2024-01-22,-122.27712031,47.63638679,"disturbance"
2024000017478,"ASSISTANCE RENDERED","911",3,"NUISANCE","DISTURBANCE - OTHER",2024-01-19,-122.28046254,47.63412931,"disturbance"
2024000001372,"REPORT WRITTEN (NO ARREST)","911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT",2024-01-02,-122.27846051,47.63636327,"theft"
2023000361878,"REPORT WRITTEN (NO ARREST)","911",1,"THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING)","DISTURBANCE - OTHER",2023-12-17,-122.28046254,47.63412931,"disturbance"
2023000359755,"ORAL WARNING GIVEN","TELEPHONE OTHER, NOT 911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2023-12-15,-122.27846051,47.63636327,"traffic"
2023000354994,"REPORT WRITTEN (NO ARREST)","911",2,"PERSON IN BEHAVIORAL/EMOTIONAL CRISIS","CRISIS COMPLAINT - GENERAL",2023-12-10,-122.27846051,47.63636327,"disturbance"
2023000354286,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"DISTURBANCE","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2023-12-09,-122.27990956,47.63394658,"disturbance"
2023000352518,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT",2023-12-08,-122.28079374,47.63804489,"theft"
2023000352558,"REPORT WRITTEN (NO ARREST)","ONVIEW",3,"RAPE","RAPE - KNOWN SUSPECT (ACQUAINTANCE)",2023-12-08,-122.27715122,47.63394952,"violence"
2023000345884,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"PROPERTY - DAMAGE","ARSON, BOMBS, EXPLO - RECKLESS BURNING",2023-12-01,-122.27902541,47.63509934,"prop.dmg"
2023000341710,"REPORT WRITTEN (NO ARREST)","911",2,"THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING)","ASSAULTS - HARASSMENT, THREATS",2023-11-27,-122.27710074,47.63802564,"disturbance"
2023000335782,"REPORT WRITTEN (NO ARREST)","911",2,"AUTO - THEFT/LOSS OF PLATES","AUTOMOBILES - LICENSE PLATE(S) THEFT OR LOSS",2023-11-20,-122.27712032,47.63638679,"theft"
2023000331998,"PHYSICAL ARREST MADE","911",1,"ASLT - PERSON SHOT OR SHOT AT","WEAPON, PERSON WITH - GUN",2023-11-17,-122.27825756,47.63561763,"violence"
2023000330793,"REPORT WRITTEN (NO ARREST)","911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT",2023-11-15,-122.27961593,47.63803852,"theft"
2023000327654,"REPORT WRITTEN (NO ARREST)","911",3,"AUTO - THEFT/LOSS OF PLATES","THEFT - AUTO ACCESSORIES",2023-11-12,-122.27711697,47.63666729,"theft"
2023000323331,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2023-11-08,-122.28191466,47.63922959,"suspicious"
2023000319228,"REPORT WRITTEN (NO ARREST)","911",1,"OBS - AUTO THEFT-IP/JO - VEHICLE, PLATES, TABS","AUTOMOBILES - AUTO THEFT",2023-11-04,-122.27964326,47.63583689,"theft"
2023000314622,"PHYSICAL ARREST MADE","911",2,"DISTURBANCE","ASSAULTS, OTHER",2023-10-30,-122.27957864,47.63472622,"disturbance"
2023000305908,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2023-10-22,-122.28106302,47.63372768,"suspicious"
2023000305439,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT",2023-10-21,-122.27710074,47.63802564,"theft"
2023000287538,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","ONVIEW",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2023-10-04,-122.27825756,47.63561763,"traffic"
2023000286560,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2023-10-03,-122.27845274,47.63695621,"suspicious"
2023000277998,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT",2023-09-25,-122.27854527,47.63275098,"theft"
2023000277626,"ASSISTANCE RENDERED","911",2,"DISTURBANCE","DISTURBANCE - OTHER",2023-09-24,-122.27710074,47.63802564,"disturbance"
2023000265426,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"DISTURBANCE","DISTURBANCE - OTHER",2023-09-13,-122.27957864,47.63472622,"disturbance"
2023000260029,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",5,"TRU - THEFT","THEFT - CAR PROWL",2023-09-08,-122.27825756,47.63561763,"theft"
2023000259382,"PHYSICAL ARREST MADE","911",1,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)","ASSAULTS, OTHER",2023-09-07,-122.27964326,47.63583689,"violence"
2023000258626,"ASSISTANCE RENDERED","911",4,"NOISE - GENERAL","DISTURBANCE - NOISE",2023-09-07,-122.2771249,47.63607252,"disturbance"
2023000253043,"REPORT WRITTEN (NO ARREST)","911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT & RECOVERY",2023-09-01,-122.27710074,47.63802564,"theft"
2023000253016,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT & RECOVERY",2023-09-01,-122.27710074,47.63802564,"theft"
2023000249102,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"LIQUOR VIOLATIONS - ADULT","DISTURBANCE - NOISE",2023-08-29,-122.27825756,47.63561763,"disturbance"
2023000248262,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT",2023-08-28,-122.27964326,47.63583689,"theft"
2023000242537,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",2,"DISTURBANCE","DISTURBANCE - OTHER",2023-08-22,-122.27711362,47.6369478,"disturbance"
2023000241967,"ASSISTANCE RENDERED","911",1,"ASLT - CRITICAL (NO SHOOTINGS)","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2023-08-22,-122.27957864,47.63472622,"violence"
2023000237263,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2023-08-18,-122.27714342,47.63455222,"suspicious"
2023000234103,"REPORT WRITTEN (NO ARREST)","911",3,"AUTO - THEFT/LOSS OF PLATES","AUTOMOBILES - LICENSE PLATE(S) THEFT OR LOSS",2023-08-15,-122.2799245,47.63275817,"theft"
2023000230330,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",3,"ANIMAL BITE","DISTURBANCE - OTHER",2023-08-11,-122.27713645,47.63515524,"disturbance"
2023000212282,"PHYSICAL ARREST MADE","911",1,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)","WEAPON, PERSON WITH - GUN",2023-07-26,-122.27715122,47.63394952,"violence"
2023000209255,"REPORT WRITTEN (NO ARREST)","911",1,"OBS - FIGHT - IP - PHYSICAL (NO WEAPONS)","DISTURBANCE - OTHER",2023-07-24,-122.27710074,47.63802564,"violence"
2023000206797,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"TRESPASS","PROWLER - TRESPASS",2023-07-21,-122.27715122,47.63394952,"suspicious"
2023000205797,"ASSISTANCE RENDERED","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2023-07-20,-122.27715122,47.63394952,"suspicious"
2023000204385,"ASSISTANCE RENDERED","911",1,"OBS - EXPLOSION - IP/JO","ASSIST OTHER AGENCY - CITY AGENCY",2023-07-19,-122.27854527,47.63275098,"disturbance"
2023000203620,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2023-07-18,-122.28046254,47.63412931,"violence"
2023000203233,"ASSISTANCE RENDERED","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","DISTURBANCE - OTHER",2023-07-18,-122.27713645,47.63515524,"suspicious"
2023000203068,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",2,"SEX IN PUBLIC PLACE (INCL MASTURBATION)","ASSIST PUBLIC - OTHER (NON-SPECIFIED)",2023-07-18,-122.27714342,47.63455222,"lewd"
2023000202849,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"DISTURBANCE","DISTURBANCE - OTHER",2023-07-18,-122.27825756,47.63561763,"disturbance"
2023000202659,"DUPLICATED OR CANCELLED BY RADIO","911",1,"ROBBERY - CRITICAL (INCLUDES STRONG ARM)","ROBBERY - CRITICAL (INCLUDES STRONG ARM)",2023-07-18,-122.2771249,47.63607252,"theft"
2023000202450,"NO POLICE ACTION POSSIBLE OR NECESSARY","911",2,"PERSON IN BEHAVIORAL/EMOTIONAL CRISIS","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2023-07-17,-122.2771249,47.63607252,"disturbance"
2023000199859,"NO POLICE ACTION POSSIBLE OR NECESSARY","911",3,"NUISANCE","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2023-07-15,-122.27961593,47.63803852,"disturbance"
2023000198154,"ASSISTANCE RENDERED","911",4,"FIREWORKS (NO HAZARD)","DISTURBANCE - NOISE",2023-07-13,-122.27712032,47.63638679,"disturbance"
2023000197135,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"DISTURBANCE","DISTURBANCE - OTHER",2023-07-13,-122.28046254,47.63412931,"disturbance"
2023000192566,"ASSISTANCE RENDERED","911",1,"OBS - FIGHT - IP - PHYSICAL (NO WEAPONS)","DISTURBANCE - FIGHT",2023-07-08,-122.2771249,47.63607252,"violence"
2023000191801,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",4,"FIREWORKS (NO HAZARD)","DISTURBANCE - OTHER",2023-07-08,-122.2771249,47.63607252,"disturbance"
2023000190514,"NO POLICE ACTION POSSIBLE OR NECESSARY","911",4,"FIREWORKS (NO HAZARD)","MISCHIEF OR NUISANCE - GENERAL",2023-07-06,-122.2771249,47.63607252,"disturbance"
2023000190292,"ASSISTANCE RENDERED","911",1,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)","DISTURBANCE - OTHER",2023-07-06,-122.27852276,47.63456014,"violence"
2023000189846,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",3,"DISTURBANCE","DISTURBANCE - NOISE",2023-07-06,-122.2771249,47.63607252,"disturbance"
2023000186282,"ASSISTANCE RENDERED","911",2,"DISTURBANCE","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2023-07-03,-122.27715122,47.63394952,"disturbance"
2023000184243,"NO POLICE ACTION POSSIBLE OR NECESSARY","911",2,"THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING)","DISTURBANCE - OTHER",2023-07-01,-122.27712949,47.63575826,"disturbance"
2023000183409,"NO POLICE ACTION POSSIBLE OR NECESSARY","911",5,"TRU - ASLT - WITH OR W/O WPNS (NO SHOOTINGS)","ASSAULTS, OTHER",2023-06-30,-122.27715122,47.63394952,"violence"
2023000181108,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"DISTURBANCE","DISTURBANCE - OTHER",2023-06-28,-122.27843979,47.63803331,"disturbance"
2023000180632,"NO POLICE ACTION POSSIBLE OR NECESSARY","911",2,"DISTURBANCE","DISTURBANCE - OTHER",2023-06-28,-122.27710074,47.63802564,"disturbance"
2023000179596,"ASSISTANCE RENDERED","911",3,"ASLT - WITH OR W/O WPNS (NO SHOOTINGS)","ASSAULTS, OTHER",2023-06-27,-122.27712949,47.63575826,"violence"
2023000177790,"ASSISTANCE RENDERED","911",3,"PROPERTY - DAMAGE","DISTURBANCE - JUVENILE",2023-06-25,-122.27713645,47.63515524,"prop.dmg"
2023000165117,"REPORT WRITTEN (NO ARREST)","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2023-06-14,-122.27843979,47.63803331,"suspicious"
2023000164163,"ASSISTANCE RENDERED","911",2,"TRESPASS","ASSIST PUBLIC - OTHER (NON-SPECIFIED)",2023-06-13,-122.27710074,47.63802564,"suspicious"
2023000160723,"ASSISTANCE RENDERED","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2023-06-09,-122.27843979,47.63803331,"suspicious"
2023000159812,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",4,"NOISE - GENERAL","DISTURBANCE - NOISE",2023-06-09,-122.27711697,47.63666729,"disturbance"
2023000158571,"ASSISTANCE RENDERED","911",3,"DISTURBANCE","DISTURBANCE - OTHER",2023-06-07,-122.27825756,47.63561763,"disturbance"
2023000147212,"REPORT WRITTEN (NO ARREST)","911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT",2023-05-28,-122.27843979,47.63803331,"theft"
2023000145962,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","THEFT - CAR PROWL",2023-05-27,-122.28079374,47.63804489,"theft"
2023000139349,"REPORT WRITTEN (NO ARREST)","911",2,"THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING)","PROWLER - TRESPASS",2023-05-21,-122.28046254,47.6341293,"disturbance"
2023000139280,"ASSISTANCE RENDERED","911",2,"DISTURBANCE","DISTURBANCE - OTHER",2023-05-21,-122.27961594,47.63803852,"disturbance"
2023000138857,"NO POLICE ACTION POSSIBLE OR NECESSARY","ONVIEW",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2023-05-20,-122.27669543,47.63664405,"traffic"
2023000135409,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",5,"TRU - HARASSMENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2023-05-17,-122.27715122,47.63394952,"disturbance"
2023000135522,"ASSISTANCE RENDERED","911",2,"LEWD -  (EXPOSING, FLASHING)","SEX OFFENSES (NON-RAPE) - LEWD CONDUCT",2023-05-17,-122.27825757,47.63561762,"lewd"
2023000129407,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT",2023-05-12,-122.27715122,47.63394952,"theft"
2023000123888,"ASSISTANCE RENDERED","911",2,"OBS - FIGHT - VERBAL/ORAL (NO WEAPONS)","DISTURBANCE - OTHER",2023-05-07,-122.2815785,47.63337181,"disturbance"
2023000123681,"NO POLICE ACTION POSSIBLE OR NECESSARY","TELEPHONE OTHER, NOT 911",2,"LIQUOR VIOLATIONS - MINOR","INTOX & LIQ VIOLS - MINORS (VIOLATIONS)",2023-05-06,-122.28130944,47.63281896,"disturbance"
2023000123791,"NO POLICE ACTION POSSIBLE OR NECESSARY","911",2,"DISTURBANCE","DISTURBANCE - OTHER",2023-05-07,-122.27846051,47.63636327,"disturbance"
2023000122009,"REPORT WRITTEN (NO ARREST)","911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT",2023-05-05,-122.27783309,47.63455619,"theft"
2023000117023,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",5,"TRU - SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2023-04-30,-122.27712491,47.63607252,"suspicious"
2023000115594,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",2,"DISTURBANCE","DISTURBANCE - OTHER",2023-04-29,-122.28130944,47.63281896,"disturbance"
2023000114458,"PHYSICAL ARREST MADE","911",2,"PROPERTY - DAMAGE","PROPERTY DEST (DAMG)",2023-04-28,-122.27985981,47.63452937,"prop.dmg"
2023000110706,"REPORT WRITTEN (NO ARREST)","911",1,"OBS - PURSE SNATCH - IP/JO - ROBBERY","CRISIS COMPLAINT - GENERAL",2023-04-24,-122.27710074,47.63802564,"theft"
2023000108021,"NO POLICE ACTION POSSIBLE OR NECESSARY","911",4,"NOISE - GENERAL","MISCHIEF OR NUISANCE - GENERAL",2023-04-21,-122.28130944,47.63281896,"disturbance"
2023000099093,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",4,"NOISE - GENERAL","DISTURBANCE - OTHER",2023-04-12,-122.28130944,47.63281896,"disturbance"
2023000093120,"REPORT WRITTEN (NO ARREST)","911",5,"TRU - THEFT","THEFT - ALL OTHER",2023-04-06,-122.27715122,47.63394952,"theft"
2023000092470,"ASSISTANCE RENDERED","911",4,"NOISE - GENERAL","DISTURBANCE - NOISE",2023-04-06,-122.28046254,47.6341293,"disturbance"
2023000082221,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT",2023-03-26,-122.27715122,47.63394952,"theft"
2023000080982,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT",2023-03-25,-122.27713646,47.63515524,"theft"
2023000078442,"REPORT WRITTEN (NO ARREST)","911",1,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","DISTURBANCE - OTHER",2023-03-22,-122.27985981,47.63452937,"suspicious"
2023000074715,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2023-03-18,-122.28079374,47.63804489,"suspicious"
2023000074140,"ASSISTANCE RENDERED","911",2,"DISTURBANCE","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2023-03-18,-122.27825757,47.63561762,"disturbance"
2023000073397,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",4,"NOISE - GENERAL","DISTURBANCE - NOISE",2023-03-17,-122.27985981,47.63452937,"disturbance"
2023000070072,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",3,"THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2023-03-14,-122.27964326,47.63583689,"theft"
2023000069832,"REPORT WRITTEN (NO ARREST)","911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT",2023-03-14,-122.27825757,47.63561762,"theft"
2023000064764,"REPORT WRITTEN (NO ARREST)","911",2,"PERSON IN BEHAVIORAL/EMOTIONAL CRISIS","CRISIS COMPLAINT - GENERAL",2023-03-08,-122.28079374,47.63804489,"disturbance"
2023000064563,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",3,"PERSON IN BEHAVIORAL/EMOTIONAL CRISIS","CRISIS COMPLAINT - GENERAL",2023-03-08,-122.28079374,47.63804489,"disturbance"
